country,date,source,party,value,sample_size,fieldwork_start,fieldwork_end,notes
Bulgaria,2026,MarketLinks,BSP–OL,3.8,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,DPS,9.1,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,DPS,10.5,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,DPS,12.9,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,GERB–SDS,18.9,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,GERB–SDS,22.2,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,GERB–SDS,23.5,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,ITN,0.3,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,ITN,1.1,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,ITN,1.8,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,MECh,3.1,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,MECh,3.2,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,MECh,3.5,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,PP–DB,13.3,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,PP–DB,15.2,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,PP–DB,15.3,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,Vaz.,5.5,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,Vaz.,6.2,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,Veli.,2.1,1019,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,Veli.,2.4,1008,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,MarketLinks,Veli.,3.4,1006,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,APS,1.3,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,APS,1.9,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,BSP–OL,3.7,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,BSP–OL,4.1,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,DPS,10.6,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,DPS,10.7,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,GERB–SDS,18.9,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,GERB–SDS,19.3,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,ITN,1.4,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,ITN,2.1,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,MECh,3.6,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,MECh,3.9,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,PP–DB,12.7,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,PP–DB,12.9,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,Vaz.,6.8,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,Vaz.,7.9,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,Veli.,2.3,812,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Myara,Veli.,2.5,809,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,APS,1.8,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,APS,2.3,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,BSP–OL,4.4,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,BSP–OL,4.5,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,DPS,7.1,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,DPS,9.7,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,GERB–SDS,19.0,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,GERB–SDS,19.3,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,ITN,2.2,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,MECh,3.1,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,MECh,3.8,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,PP–DB,11.2,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,PP–DB,12.2,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,Vaz.,6.7,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,Vaz.,7.8,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,Veli.,2.0,800,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Sova Harris,Veli.,2.5,1000,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,APS,1.7,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,BSP–OL,3.8,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,BSP–OL,4.0,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,DPS,10.5,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,GERB–SDS,19.7,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,GERB–SDS,20.4,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,ITN,2.5,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,ITN,2.6,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,MECh,3.2,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,MECh,3.6,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,PP–DB,10.9,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,PP–DB,11.8,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,Vaz.,7.8,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,Vaz.,7.9,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,Veli.,1.5,1001,,,auto_scraped_from_wikipedia_hinted_resolver_v3
Bulgaria,2026,Trend,Veli.,1.6,1002,,,auto_scraped_from_wikipedia_hinted_resolver_v3
